current_total_buildings,forecast_period,forecast_new_buildings_per_period,projected_total_2030,linear_trend_slope,linear_trend_r2,avg_building_area_sqm,projected_area_ha_2030
135576,2025-2027,449.9444262217253,140075.44426221726,-289.31729323308275,0.28611902545215306,150,67.49166393325879
