date,linear,exp_smooth,simple_avg,ensemble
2025-07-01,646.7142857142858,209.53897397003067,660.25,505.5010865614388
2026-01-01,628.5119047619048,71.15128354781592,660.25,453.3043961032402
2026-07-01,610.3095238095239,0.0,660.25,423.51984126984127
2027-01-01,592.1071428571429,0.0,660.25,417.45238095238096
