analysis_period_historical,forecast_period,historical_buildings,historical_canopy_loss_ha,historical_trees_lost,historical_co2_loss_tonnes_yr,forecast_buildings,forecast_canopy_loss_ha,forecast_trees_lost,forecast_co2_loss_tonnes_yr,total_canopy_loss_ha,total_trees_lost,total_co2_loss_tonnes_yr,equivalent_cars_per_year,equivalent_football_fields
2023-2025,2025-2030,3910,33.534,2682.72,59.01984,4499.444262217253,46.164298130349025,3693.143850427922,81.24916470941429,79.69829813034903,6375.863850427922,140.2690047094143,30.493261893350937,112.25112412725215
