period,predicted_buildings,canopy_loss_ha,trees_lost,co2_loss_kg_yr
2025-07-01,505.5010865614388,5.186441148120362,414.91529184962894,9128.136420691837
2026-01-01,453.3043961032402,4.650903104019245,372.07224832153963,8185.589463073872
2026-07-01,423.51984126984127,4.345313571428572,347.6250857142858,7647.751885714287
2027-01-01,417.45238095238096,4.283061428571429,342.6449142857143,7538.188114285715
