cell_id,direction,distance_km,dist_zone,total_new,canopy_loss_ha,trees_lost,co2_loss_kg_yr
617,SW,6.909966273380158,6-10km,0,0.0,0.0,0.0
618,W,6.7104775016602165,6-10km,0,0.0,0.0,0.0
619,W,6.543193616371488,6-10km,5,0.04724999999999999,3.7799999999999994,83.15999999999998
620,W,6.410636247858807,6-10km,0,0.0,0.0,0.0
621,W,6.314992597255984,6-10km,1,0.00945,0.756,16.632
622,W,6.257955409271828,6-10km,14,0.1323,10.584,232.84799999999998
623,W,6.240583330544604,6-10km,0,0.0,0.0,0.0
624,W,6.263206423750365,6-10km,0,0.0,0.0,0.0
625,W,6.325395569254502,6-10km,0,0.0,0.0,0.0
626,W,6.426002140412119,6-10km,0,0.0,0.0,0.0
627,W,6.563259701521629,6-10km,0,0.0,0.0,0.0
628,W,6.734927788080168,6-10km,4,0.0378,3.024,66.528
629,NW,6.938452760644197,6-10km,0,0.0,0.0,0.0
630,NW,7.1711227233068415,6-10km,0,0.0,0.0,0.0
631,NW,7.430200233759813,6-10km,0,0.0,0.0,0.0
632,NW,7.713024692998268,6-10km,0,0.0,0.0,0.0
633,NW,8.017083279836731,6-10km,0,0.0,0.0,0.0
634,NW,8.34005387973449,6-10km,0,0.0,0.0,0.0
635,NW,8.6798256386814,6-10km,0,0.0,0.0,0.0
636,NW,9.034503169458054,6-10km,0,0.0,0.0,0.0
637,NW,9.40239979579598,6-10km,0,0.0,0.0,0.0
638,NW,9.78202414232458,6-10km,0,0.0,0.0,0.0
639,NW,10.172063248036633,10-15km,0,0.0,0.0,0.0
640,NW,10.57136439269285,10-15km,0,0.0,0.0,0.0
641,NW,10.978917046964645,10-15km,0,0.0,0.0,0.0
642,NW,11.393835786299867,10-15km,0,0.0,0.0,0.0
643,NW,11.815344613095471,10-15km,0,0.0,0.0,0.0
644,NW,12.242762871478025,10-15km,0,0.0,0.0,0.0
645,NW,12.675492776546301,10-15km,0,0.0,0.0,0.0
646,NW,13.113008485062233,10-15km,0,0.0,0.0,0.0
647,NW,13.554846584537605,10-15km,0,0.0,0.0,0.0
648,S,15.56441537398768,15+km,0,0.0,0.0,0.0
649,S,15.10079138108532,15+km,0,0.0,0.0,0.0
650,SW,14.639561972138967,10-15km,0,0.0,0.0,0.0
651,SW,14.180960797390775,10-15km,0,0.0,0.0,0.0
652,SW,13.725251310565161,10-15km,0,0.0,0.0,0.0
653,SW,13.272731366949582,10-15km,3,0.03645,2.9160000000000004,64.15200000000002
654,SW,12.82373862569898,10-15km,0,0.0,0.0,0.0
655,SW,12.378656903771128,10-15km,0,0.0,0.0,0.0
656,SW,11.937923652893632,10-15km,3,0.03645,2.9160000000000004,64.15200000000002
657,SW,11.502038755949048,10-15km,0,0.0,0.0,0.0
658,SW,11.071574862881548,10-15km,0,0.0,0.0,0.0
659,SW,10.64718950453251,10-15km,0,0.0,0.0,0.0
660,SW,10.229639228558545,10-15km,0,0.0,0.0,0.0
661,SW,9.819795982987657,6-10km,0,0.0,0.0,0.0
662,SW,9.41866591129217,6-10km,0,0.0,0.0,0.0
663,SW,9.027410589397928,6-10km,0,0.0,0.0,0.0
664,SW,8.647370487645968,6-10km,0,0.0,0.0,0.0
665,SW,8.280090020745373,6-10km,0,0.0,0.0,0.0
666,SW,7.927342880983751,6-10km,0,0.0,0.0,0.0
667,SW,7.591155350387741,6-10km,0,0.0,0.0,0.0
668,SW,7.273823888076825,6-10km,0,0.0,0.0,0.0
669,SW,6.977921492521516,6-10km,0,0.0,0.0,0.0
670,SW,6.70628531728485,6-10km,0,0.0,0.0,0.0
671,SW,6.461976257915763,6-10km,0,0.0,0.0,0.0
672,SW,6.24820066570398,6-10km,0,0.0,0.0,0.0
